image_id,rover,camera,sol,rock_coverage_pct,coverage_total_pct,frac_valid,n_bigrock,n_rocks,n_raw_components,quality_flag
NLB_442241493EDR_F0250154NCAM00275M1,MSL,navcam,,0.0,0.0,0.3755,0,0,0,no_rock
NLB_442241525EDR_F0250154NCAM00275M1,MSL,navcam,,0.0,0.0,0.4321,0,0,0,no_rock
NLB_442241557EDR_F0250154NCAM00275M1,MSL,navcam,,0.0,0.0,0.8531,0,0,0,no_rock
NLB_442241582EDR_F0250154NCAM00275M1,MSL,navcam,,0.0,0.0,0.7956,0,0,0,no_rock
NLB_442241613EDR_F0250154NCAM00275M1,MSL,navcam,,0.0,0.0,0.7472,0,0,0,no_rock
NLB_442247726EDR_F0250154NCAM00354M1,MSL,navcam,,0.0,0.0,0.8586,0,0,0,no_rock
NLB_442247750EDR_F0250154NCAM00354M1,MSL,navcam,,0.0,0.0,0.5521,0,0,0,no_rock
NLB_442247775EDR_F0250154NCAM00354M1,MSL,navcam,,0.0,0.0,0.9043,0,0,0,no_rock
NLB_442247800EDR_F0250154NCAM00354M1,MSL,navcam,,0.0,0.0,0.8383,0,0,0,no_rock
NLB_442247833EDR_F0250154NCAM00354M1,MSL,navcam,,0.0,0.0,0.5596,0,0,0,no_rock
NLB_442247880EDR_F0250154NCAM00276M1,MSL,navcam,,0.0,0.0,0.6394,0,0,0,no_rock
NLB_442247910EDR_F0250154NCAM00276M1,MSL,navcam,,0.0,0.0,0.638,0,0,0,no_rock
NLB_442247941EDR_F0250154NCAM00276M1,MSL,navcam,,0.0,0.0,0.6435,0,0,0,no_rock
NLB_442247973EDR_F0250154NCAM00276M1,MSL,navcam,,0.0168,0.0105,0.6231,110,0,1,ok
NLB_442248064EDR_F0250154NCAM00276M1,MSL,navcam,,0.0,0.0,0.312,0,0,0,no_rock
NLB_442248095EDR_F0250154NCAM00276M1,MSL,navcam,,0.0,0.0,0.0977,0,0,0,no_rock
NLB_442248126EDR_F0250154NCAM00276M1,MSL,navcam,,0.0738,0.0193,0.261,202,0,1,ok
NLB_442408371EDR_F0250154NCAM00320M1,MSL,navcam,,0.0,0.0,0.0551,0,0,0,no_rock
NLB_442411081EDR_F0250154NCAM00207M1,MSL,navcam,,0.0,0.0,0.5711,0,0,0,no_rock
NLB_442414904EDR_F0250160NCAM00470M1,MSL,navcam,,0.0,0.0,0.3837,0,0,0,no_rock
NLB_442415032EDR_F0250166NCAM00470M1,MSL,navcam,,0.0,0.0,0.3654,0,0,0,no_rock
NLB_442415176EDR_F0250172NCAM00470M1,MSL,navcam,,0.0,0.0,0.3912,0,0,0,no_rock
NLB_442415310EDR_F0250178NCAM00470M1,MSL,navcam,,0.0,0.0,0.3936,0,0,0,no_rock
NLB_442415446EDR_F0250184NCAM00470M1,MSL,navcam,,0.0,0.0,0.391,0,0,0,no_rock
NLB_442415567EDR_F0250190NCAM00470M1,MSL,navcam,,0.0,0.0,0.3813,0,0,0,no_rock
NLB_442415709EDR_F0250196NCAM00470M1,MSL,navcam,,0.0,0.0,0.3876,0,0,0,no_rock
NLB_442415841EDR_F0250202NCAM00470M1,MSL,navcam,,0.0,0.0,0.3876,0,0,0,no_rock
NLB_442415975EDR_F0250208NCAM00470M1,MSL,navcam,,0.0,0.0,0.3849,0,0,0,no_rock
NLB_442416037EDR_F0250208NCAM00385M1,MSL,navcam,,0.0,0.0,0.8872,0,0,0,no_rock
NLB_442416061EDR_F0250208NCAM00385M1,MSL,navcam,,0.0,0.0,0.9776,0,0,0,no_rock
NLB_442416232EDR_F0250214NCAM00470M1,MSL,navcam,,0.0,0.0,0.3834,0,0,0,no_rock
NLB_442416356EDR_F0250220NCAM00470M1,MSL,navcam,,0.0,0.0,0.3769,0,0,0,no_rock
NLB_442416480EDR_F0250226NCAM00470M1,MSL,navcam,,0.0,0.0,0.3872,0,0,0,no_rock
NLB_442416949EDR_F0250242NCAM00278M1,MSL,navcam,,0.0,0.0,0.5529,0,0,0,no_rock
NLB_442416981EDR_F0250242NCAM00278M1,MSL,navcam,,0.0,0.0,0.7817,0,0,0,no_rock
NLB_442417012EDR_F0250242NCAM00278M1,MSL,navcam,,0.0,0.0,0.5338,0,0,0,no_rock
NLB_442417037EDR_F0250242NCAM00278M1,MSL,navcam,,39.4529,15.6808,0.3975,11612,3,2,ok
NLB_442417068EDR_F0250242NCAM00278M1,MSL,navcam,,0.0,0.0,0.6639,0,0,0,no_rock
NLB_442417318EDR_F0250242NCAM00354M1,MSL,navcam,,0.0,0.0,0.2101,0,0,0,no_rock
NLB_442417342EDR_F0250242NCAM00354M1,MSL,navcam,,0.0,0.0,0.5382,0,0,0,no_rock
NLB_442417366EDR_F0250242NCAM00354M1,MSL,navcam,,0.0,0.0,0.8881,0,0,0,no_rock
NLB_442417390EDR_F0250242NCAM00354M1,MSL,navcam,,0.0,0.0,0.8355,0,0,0,no_rock
NLB_442417428EDR_F0250242NCAM00354M1,MSL,navcam,,0.0,0.0,0.6023,0,0,0,no_rock
NLB_442417462EDR_F0250242NCAM00280M1,MSL,navcam,,0.0,0.0,0.6536,0,0,0,no_rock
NLB_442417493EDR_F0250242NCAM00280M1,MSL,navcam,,0.0,0.0,0.6255,0,0,0,no_rock
NLB_442417524EDR_F0250242NCAM00280M1,MSL,navcam,,0.0,0.0,0.5945,0,0,0,no_rock
NLB_442417614EDR_F0250242NCAM00280M1,MSL,navcam,,0.0,0.0,0.2797,0,0,0,no_rock
NLB_442417645EDR_F0250242NCAM00280M1,MSL,navcam,,0.0,0.0,0.2089,0,0,0,no_rock
NLB_442417676EDR_F0250242NCAM00280M1,MSL,navcam,,0.0,0.0,0.4058,0,0,0,no_rock
NLB_442417707EDR_F0250242NCAM00280M1,MSL,navcam,,0.0,0.0,0.456,0,0,0,no_rock
NLB_442512923EDR_F0250242NCAM00203M1,MSL,navcam,,0.0,0.0,0.1734,0,0,0,no_rock
NLB_442765170EDR_F0250312NCAM00320M1,MSL,navcam,,0.0,0.0,0.578,0,0,0,no_rock
NLB_442767865EDR_F0250312NCAM00207M1,MSL,navcam,,0.0,0.0,0.6581,0,0,0,no_rock
NLB_442768950EDR_F0250312NCAM00207M1,MSL,navcam,,0.0,0.0,0.4003,0,0,0,no_rock
NLB_442769535EDR_F0250312NCAM00320M1,MSL,navcam,,0.0,0.0,0.3551,0,0,0,no_rock
NLB_442853688EDR_F0250336NCAM00470M1,MSL,navcam,,0.0,0.0,0.3605,0,0,0,no_rock
NLB_442853967EDR_F0250348NCAM00470M1,MSL,navcam,,9.2328,0.2663,0.0288,0,0,0,mostly_null
NLB_442854264EDR_F0250360NCAM00470M1,MSL,navcam,,0.0,0.0,0.3755,0,0,0,no_rock
NLB_442854538EDR_F0250372NCAM00470M1,MSL,navcam,,0.0,0.0,0.3416,0,0,0,no_rock
NLB_442854832EDR_F0250384NCAM00470M1,MSL,navcam,,0.0,0.0,0.4074,0,0,0,no_rock
NLB_442855172EDR_F0250402NCAM00470M1,MSL,navcam,,0.0,0.0,0.3663,0,0,0,no_rock
NLB_442855441EDR_F0250414NCAM00470M1,MSL,navcam,,0.0,0.0,0.3669,0,0,0,no_rock
NLB_442855722EDR_F0250426NCAM00470M1,MSL,navcam,,0.0,0.0,0.3886,0,0,0,no_rock
NLB_442856003EDR_F0250438NCAM00470M1,MSL,navcam,,0.0,0.0,0.3726,0,0,0,no_rock
NLB_442856284EDR_F0250450NCAM00470M1,MSL,navcam,,0.0,0.0,0.3821,0,0,0,no_rock
NLB_442856564EDR_F0250462NCAM00470M1,MSL,navcam,,0.0,0.0,0.2268,0,0,0,no_rock
NLB_442856844EDR_F0250474NCAM00470M1,MSL,navcam,,0.0,0.0,0.3869,0,0,0,no_rock
NLB_442857055EDR_F0250480NCAM00470M1,MSL,navcam,,0.0,0.0,0.3864,0,0,0,no_rock
NLB_442857111EDR_F0250480NCAM00385M1,MSL,navcam,,0.1229,0.1107,0.9007,1161,1,2,ok
NLB_442857135EDR_F0250480NCAM00385M1,MSL,navcam,,0.0,0.0,0.9689,0,0,0,no_rock
NLB_442857499EDR_F0250498NCAM00470M1,MSL,navcam,,0.0,0.0,0.3744,0,0,0,no_rock
NLB_442858008EDR_F0250510NCAM00353M1,MSL,navcam,,0.0,0.0,0.4067,0,0,0,no_rock
NLB_442858039EDR_F0250510NCAM00353M1,MSL,navcam,,0.0,0.0,0.6483,0,0,0,no_rock
NLB_442858101EDR_F0250510NCAM00283M1,MSL,navcam,,0.0,0.0,0.5668,0,0,0,no_rock
NLB_442858126EDR_F0250510NCAM00283M1,MSL,navcam,,0.0,0.0,0.8422,0,0,0,no_rock
NLB_442858150EDR_F0250510NCAM00283M1,MSL,navcam,,0.0,0.0,0.8565,0,0,0,no_rock
NLB_442858182EDR_F0250510NCAM00283M1,MSL,navcam,,0.0,0.0,0.8015,0,0,0,no_rock
NLB_442858206EDR_F0250510NCAM00283M1,MSL,navcam,,0.0,0.0,0.7353,0,0,0,no_rock
NLB_442858498EDR_F0250510NCAM00354M1,MSL,navcam,,0.0,0.0,0.8569,0,0,0,no_rock
NLB_442858523EDR_F0250510NCAM00354M1,MSL,navcam,,0.0,0.0,0.8661,0,0,0,no_rock
NLB_442858547EDR_F0250510NCAM00354M1,MSL,navcam,,0.0,0.0,0.9065,0,0,0,no_rock
NLB_442858571EDR_F0250510NCAM00354M1,MSL,navcam,,0.0,0.0,0.8529,0,0,0,no_rock
NLB_442858609EDR_F0250510NCAM00354M1,MSL,navcam,,0.0,0.0,0.5133,0,0,0,no_rock
NLB_442858643EDR_F0250510NCAM00284M1,MSL,navcam,,0.0,0.0,0.6843,0,0,0,no_rock
NLB_442858675EDR_F0250510NCAM00284M1,MSL,navcam,,0.0,0.0,0.6562,0,0,0,no_rock
NLB_442858706EDR_F0250510NCAM00284M1,MSL,navcam,,0.0,0.0,0.4629,0,0,0,no_rock
NLB_442858789EDR_F0250510NCAM00284M1,MSL,navcam,,0.0,0.0,0.3349,0,0,0,no_rock
NLB_442858821EDR_F0250510NCAM00284M1,MSL,navcam,,0.0696,0.0121,0.174,127,0,1,ok
NLB_442858852EDR_F0250510NCAM00284M1,MSL,navcam,,0.0,0.0,0.4384,0,0,0,no_rock
NLB_442858883EDR_F0250510NCAM00284M1,MSL,navcam,,0.0686,0.032,0.4673,336,0,1,ok
NLB_442944722EDR_F0250510NCAM00471M1,MSL,navcam,,0.0,0.0,0.4597,0,0,0,no_rock
NLB_442944938EDR_F0250510NCAM00320M1,MSL,navcam,,0.0,0.0,0.611,0,0,0,no_rock
NLB_442947853EDR_F0250510NCAM00207M1,MSL,navcam,,0.0,0.0,0.3698,0,0,0,no_rock
NLB_442948918EDR_F0250510NCAM00207M1,MSL,navcam,,0.0,0.0,0.6258,0,0,0,no_rock
NLB_442949850EDR_F0250510NCAM00320M1,MSL,navcam,,0.0,0.0,0.384,0,0,0,no_rock
NLB_443037539EDR_F0250540NCAM00283M1,MSL,navcam,,0.0,0.0,0.5985,0,0,0,no_rock
NLB_443037564EDR_F0250540NCAM00283M1,MSL,navcam,,0.0,0.0,0.856,0,0,0,no_rock
NLB_443037595EDR_F0250540NCAM00283M1,MSL,navcam,,0.0,0.0,0.8415,0,0,0,no_rock
NLB_443037626EDR_F0250540NCAM00283M1,MSL,navcam,,0.0,0.0,0.7881,0,0,0,no_rock
NLB_443037657EDR_F0250540NCAM00283M1,MSL,navcam,,0.0,0.0,0.7247,0,0,0,no_rock
NLB_443042578EDR_F0250540NCAM00354M1,MSL,navcam,,0.0,0.0,0.8505,0,0,0,no_rock
NLB_443042602EDR_F0250540NCAM00354M1,MSL,navcam,,0.0,0.0,0.857,0,0,0,no_rock
NLB_443042626EDR_F0250540NCAM00354M1,MSL,navcam,,0.0,0.0,0.9052,0,0,0,no_rock
NLB_443042657EDR_F0250540NCAM00354M1,MSL,navcam,,0.0,0.0,0.866,0,0,0,no_rock
NLB_443042689EDR_F0250540NCAM00354M1,MSL,navcam,,0.0,0.0,0.6023,0,0,0,no_rock
NLB_443125084EDR_F0250540NCAM00273M1,MSL,navcam,,0.0,0.0,0.8644,0,0,0,no_rock
NLB_443125115EDR_F0250540NCAM00273M1,MSL,navcam,,0.0,0.0,0.8208,0,0,0,no_rock
NLB_443125146EDR_F0250540NCAM00273M1,MSL,navcam,,0.0,0.0,0.6363,0,0,0,no_rock
NLB_443125178EDR_F0250540NCAM00273M1,MSL,navcam,,0.0,0.0,0.7299,0,0,0,no_rock
NLB_443125209EDR_F0250540NCAM00273M1,MSL,navcam,,0.0,0.0,0.6586,0,0,0,no_rock
NLB_443136435EDR_F0250540NCAM00274M1,MSL,navcam,,0.0,0.0,0.6214,0,0,0,no_rock
NLB_443136466EDR_F0250540NCAM00274M1,MSL,navcam,,0.0,0.0,0.1779,0,0,0,no_rock
NLB_443136550EDR_F0250540NCAM00274M1,MSL,navcam,,0.0,0.0,0.1111,0,0,0,no_rock
NLB_443136581EDR_F0250540NCAM00274M1,MSL,navcam,,0.0,0.0,0.2904,0,0,0,no_rock
NLB_443136612EDR_F0250540NCAM00274M1,MSL,navcam,,0.0712,0.0357,0.5007,374,0,1,ok
NLB_443136645EDR_F0250540NCAM00274M1,MSL,navcam,,0.0,0.0,0.4851,0,0,0,no_rock
NLB_443136677EDR_F0250540NCAM00274M1,MSL,navcam,,0.0,0.0,0.7808,0,0,0,no_rock
NLB_443209748EDR_F0250552NCAM00470M1,MSL,navcam,,0.0,0.0,0.3904,0,0,0,no_rock
NLB_443210036EDR_F0250564NCAM00470M1,MSL,navcam,,0.0,0.0,0.3769,0,0,0,no_rock
NLB_443210406EDR_F0250582NCAM00470M1,MSL,navcam,,0.0,0.0,0.3855,0,0,0,no_rock
NLB_443210691EDR_F0250594NCAM00470M1,MSL,navcam,,0.0,0.0,0.3937,0,0,0,no_rock
NLB_443210974EDR_F0250606NCAM00470M1,MSL,navcam,,0.0,0.0,0.3854,0,0,0,no_rock
NLB_443211257EDR_F0250618NCAM00470M1,MSL,navcam,,0.0,0.0,0.348,0,0,0,no_rock
NLB_443211539EDR_F0250630NCAM00470M1,MSL,navcam,,0.0,0.0,0.3878,0,0,0,no_rock
NLB_443211813EDR_F0250642NCAM00470M1,MSL,navcam,,0.0,0.0,0.3858,0,0,0,no_rock
NLB_443212095EDR_F0250654NCAM00470M1,MSL,navcam,,0.0,0.0,0.3668,0,0,0,no_rock
NLB_443212382EDR_F0250666NCAM00470M1,MSL,navcam,,0.0,0.0,0.3555,0,0,0,no_rock
NLB_443212661EDR_F0250678NCAM00470M1,MSL,navcam,,0.0,0.0,0.3942,0,0,0,no_rock
NLB_443213018EDR_F0250696NCAM00470M1,MSL,navcam,,0.0,0.0,0.3917,0,0,0,no_rock
NLB_443213163EDR_F0250702NCAM00385M1,MSL,navcam,,0.0,0.0,0.9376,0,0,0,no_rock
NLB_443213188EDR_F0250702NCAM00385M1,MSL,navcam,,0.0,0.0,0.9831,0,0,0,no_rock
NLB_443213392EDR_F0250708NCAM00470M1,MSL,navcam,,0.0,0.0,0.3822,0,0,0,no_rock
NLB_443213657EDR_F0250720NCAM00470M1,MSL,navcam,,0.0,0.0,0.3902,0,0,0,no_rock
NLB_443214401EDR_F0250750NCAM00353M1,MSL,navcam,,0.0,0.0,0.4368,0,0,0,no_rock
NLB_443214425EDR_F0250750NCAM00353M1,MSL,navcam,,0.0,0.0,0.6857,0,0,0,no_rock
NLB_443214475EDR_F0250750NCAM00273M1,MSL,navcam,,0.0,0.0,0.7662,0,0,0,no_rock
NLB_443214506EDR_F0250750NCAM00273M1,MSL,navcam,,0.0,0.0,0.6445,0,0,0,no_rock
NLB_443214531EDR_F0250750NCAM00273M1,MSL,navcam,,0.0,0.0,0.7223,0,0,0,no_rock
NLB_443214563EDR_F0250750NCAM00273M1,MSL,navcam,,0.0,0.0,0.6644,0,0,0,no_rock
NLB_443214595EDR_F0250750NCAM00273M1,MSL,navcam,,0.0,0.0,0.6646,0,0,0,no_rock
NLB_443214891EDR_F0250750NCAM00354M1,MSL,navcam,,0.0,0.0,0.8345,0,0,0,no_rock
NLB_443214916EDR_F0250750NCAM00354M1,MSL,navcam,,0.0,0.0,0.8234,0,0,0,no_rock
NLB_443214940EDR_F0250750NCAM00354M1,MSL,navcam,,0.0,0.0,0.8494,0,0,0,no_rock
NLB_443214971EDR_F0250750NCAM00354M1,MSL,navcam,,0.0,0.0,0.8573,0,0,0,no_rock
NLB_443215009EDR_F0250750NCAM00354M1,MSL,navcam,,0.0,0.0,0.5669,0,0,0,no_rock
NLB_443215042EDR_F0250750NCAM00274M1,MSL,navcam,,4.3477,2.8423,0.6537,0,0,0,no_bigrock
NLB_443215073EDR_F0250750NCAM00274M1,MSL,navcam,,0.0,0.0,0.67,0,0,0,no_rock
NLB_443215156EDR_F0250750NCAM00274M1,MSL,navcam,,0.0,0.0,0.3878,0,0,0,no_rock
NLB_443215194EDR_F0250750NCAM00274M1,MSL,navcam,,0.0,0.0,0.2004,0,0,0,no_rock
NLB_443215226EDR_F0250750NCAM00274M1,MSL,navcam,,0.0,0.0,0.3859,0,0,0,no_rock
NLB_443215257EDR_F0250750NCAM00274M1,MSL,navcam,,0.0,0.0,0.451,0,0,0,no_rock
NLB_443215288EDR_F0250750NCAM00274M1,MSL,navcam,,0.0,0.0,0.4858,0,0,0,no_rock
NLB_443312920EDR_F0250750NCAM00206M1,MSL,navcam,,,0.0,0.0,0,0,0,empty
NLB_443313366EDR_F0250750NCAM00207M1,MSL,navcam,,0.0,0.0,0.3652,0,0,0,no_rock
NLB_443314112EDR_F0250750NCAM00320M1,MSL,navcam,,0.0,0.0,0.3499,0,0,0,no_rock
NLB_443476525EDR_F0250786NCAM00470M1,MSL,navcam,,0.0,0.0,0.3494,0,0,0,no_rock
NLB_443476797EDR_F0250798NCAM00470M1,MSL,navcam,,0.0,0.0,0.379,0,0,0,no_rock
NLB_443477067EDR_F0250810NCAM00470M1,MSL,navcam,,0.0,0.0,0.3968,0,0,0,no_rock
NLB_443477419EDR_F0250828NCAM00470M1,MSL,navcam,,0.0,0.0,0.387,0,0,0,no_rock
NLB_443477698EDR_F0250840NCAM00470M1,MSL,navcam,,0.0,0.0,0.3873,0,0,0,no_rock
NLB_443477756EDR_F0250840NCAM00385M1,MSL,navcam,,0.0,0.0,0.7197,0,0,0,no_rock
NLB_443477780EDR_F0250840NCAM00385M1,MSL,navcam,,0.0,0.0,0.9524,0,0,0,no_rock
NLB_443478042EDR_F0250852NCAM00470M1,MSL,navcam,,0.0,0.0,0.3874,0,0,0,no_rock
NLB_443478313EDR_F0250864NCAM00470M1,MSL,navcam,,0.0,0.0,0.3888,0,0,0,no_rock
NLB_443478886EDR_F0250886NCAM00258M1,MSL,navcam,,0.0,0.0,0.6706,0,0,0,no_rock
NLB_443478917EDR_F0250886NCAM00258M1,MSL,navcam,,0.0,0.0,0.7161,0,0,0,no_rock
NLB_443478948EDR_F0250886NCAM00258M1,MSL,navcam,,0.0,0.0,0.6448,0,0,0,no_rock
NLB_443478972EDR_F0250886NCAM00258M1,MSL,navcam,,0.0,0.0,0.6342,0,0,0,no_rock
NLB_443479003EDR_F0250886NCAM00258M1,MSL,navcam,,0.0,0.0,0.6668,0,0,0,no_rock
NLB_443479034EDR_F0250886NCAM00258M1,MSL,navcam,,0.0,0.0,0.6613,0,0,0,no_rock
NLB_443479672EDR_F0250886NCAM00269M1,MSL,navcam,,0.0,0.0,0.5782,0,0,0,no_rock
NLB_443479703EDR_F0250886NCAM00269M1,MSL,navcam,,0.0,0.0,0.4445,0,0,0,no_rock
NLB_443479787EDR_F0250886NCAM00269M1,MSL,navcam,,0.0,0.0,0.1021,0,0,0,no_rock
NLB_443479818EDR_F0250886NCAM00269M1,MSL,navcam,,0.0,0.0,0.2534,0,0,0,no_rock
NLB_443479849EDR_F0250886NCAM00269M1,MSL,navcam,,0.0,0.0,0.4316,0,0,0,no_rock
NLB_443479880EDR_F0250886NCAM00269M1,MSL,navcam,,0.0,0.0,0.3452,0,0,0,no_rock
NLB_443479921EDR_F0250886NCAM00350M1,MSL,navcam,,0.0,0.0,0.8102,0,0,0,no_rock
NLB_443479946EDR_F0250886NCAM00350M1,MSL,navcam,,0.1634,0.1364,0.8347,0,0,0,no_bigrock
NLB_443479970EDR_F0250886NCAM00350M1,MSL,navcam,,0.0,0.0,0.912,0,0,0,no_rock
NLB_443479994EDR_F0250886NCAM00350M1,MSL,navcam,,0.0,0.0,0.853,0,0,0,no_rock
NLB_443480032EDR_F0250886NCAM00350M1,MSL,navcam,,0.0,0.0,0.5823,0,0,0,no_rock
NLB_443565113EDR_F0250910NCAM00470M1,MSL,navcam,,0.0,0.0,0.3858,0,0,0,no_rock
NLB_443565377EDR_F0250922NCAM00470M1,MSL,navcam,,0.0,0.0,0.3521,0,0,0,no_rock
NLB_443565643EDR_F0250934NCAM00470M1,MSL,navcam,,0.0,0.0,0.3798,0,0,0,no_rock
NLB_443565909EDR_F0250946NCAM00470M1,MSL,navcam,,0.0,0.0,0.3866,0,0,0,no_rock
NLB_443566249EDR_F0250964NCAM00470M1,MSL,navcam,,0.0,0.0,0.3891,0,0,0,no_rock
NLB_443566519EDR_F0250976NCAM00470M1,MSL,navcam,,0.0754,0.0273,0.3617,286,0,1,ok
NLB_443566782EDR_F0250988NCAM00470M1,MSL,navcam,,0.0,0.0,0.3821,0,0,0,no_rock
NLB_443567131EDR_F0251006NCAM00470M1,MSL,navcam,,0.0,0.0,0.39,0,0,0,no_rock
NLB_443567401EDR_F0251018NCAM00470M1,MSL,navcam,,0.0,0.0,0.3667,0,0,0,no_rock
NLB_443567540EDR_F0251024NCAM00385M1,MSL,navcam,,0.6869,0.644,0.9376,6753,1,1,ok
NLB_443567571EDR_F0251024NCAM00385M1,MSL,navcam,,0.0,0.0,0.973,0,0,0,no_rock
NLB_443567764EDR_F0251030NCAM00470M1,MSL,navcam,,0.0,0.0,0.3534,0,0,0,no_rock
NLB_443568017EDR_F0251042NCAM00470M1,MSL,navcam,,0.0,0.0,0.3828,0,0,0,no_rock
NLB_443568531EDR_F0251070NCAM00287M1,MSL,navcam,,0.4646,0.2021,0.4349,2119,2,2,ok
NLB_443568562EDR_F0251070NCAM00287M1,MSL,navcam,,3.8428,2.0693,0.5385,21698,2,1,ok
NLB_443568594EDR_F0251070NCAM00287M1,MSL,navcam,,0.0,0.0,0.7529,0,0,0,no_rock
NLB_443568618EDR_F0251070NCAM00287M1,MSL,navcam,,0.0,0.0,0.7872,0,0,0,no_rock
NLB_443568649EDR_F0251070NCAM00287M1,MSL,navcam,,0.0,0.0,0.7243,0,0,0,no_rock
NLB_443568940EDR_F0251070NCAM00350M1,MSL,navcam,,0.0,0.0,0.8761,0,0,0,no_rock
NLB_443568964EDR_F0251070NCAM00350M1,MSL,navcam,,0.0,0.0,0.8794,0,0,0,no_rock
NLB_443568988EDR_F0251070NCAM00350M1,MSL,navcam,,0.0,0.0,0.92,0,0,0,no_rock
NLB_443569019EDR_F0251070NCAM00350M1,MSL,navcam,,0.0,0.0,0.8434,0,0,0,no_rock
NLB_443569058EDR_F0251070NCAM00350M1,MSL,navcam,,0.0,0.0,0.6013,0,0,0,no_rock
NLB_443569095EDR_F0251070NCAM00288M1,MSL,navcam,,0.0,0.0,0.7524,0,0,0,no_rock
NLB_443569119EDR_F0251070NCAM00288M1,MSL,navcam,,0.0,0.0,0.7788,0,0,0,no_rock
NLB_443569150EDR_F0251070NCAM00288M1,MSL,navcam,,0.0,0.0,0.7356,0,0,0,no_rock
NLB_443569188EDR_F0251070NCAM00288M1,MSL,navcam,,0.0,0.0,0.4205,0,0,0,no_rock
NLB_443569272EDR_F0251070NCAM00288M1,MSL,navcam,,,0.0,0.0,0,0,0,empty
NLB_443569302EDR_F0251070NCAM00288M1,MSL,navcam,,0.0,0.0,0.3649,0,0,0,no_rock
NLB_443569333EDR_F0251070NCAM00288M1,MSL,navcam,,0.0,0.0,0.4428,0,0,0,no_rock
NLB_443748133EDR_F0251268NCAM00470M1,MSL,navcam,,0.0,0.0,0.3892,0,0,0,no_rock
NLB_443748274EDR_F0251274NCAM00470M1,MSL,navcam,,0.0,0.0,0.3857,0,0,0,no_rock
NLB_443748336EDR_F0251274NCAM00385M1,MSL,navcam,,0.0,0.0,0.9274,0,0,0,no_rock
NLB_443748367EDR_F0251274NCAM00385M1,MSL,navcam,,0.0,0.0,0.9699,0,0,0,no_rock
NLB_443748552EDR_F0251280NCAM00470M1,MSL,navcam,,0.0,0.0,0.3858,0,0,0,no_rock
NLB_443748691EDR_F0251286NCAM00470M1,MSL,navcam,,0.0,0.0,0.3953,0,0,0,no_rock
NLB_443748823EDR_F0251292NCAM00470M1,MSL,navcam,,0.0,0.0,0.3877,0,0,0,no_rock
NLB_443749034EDR_F0251296NCAM00293M1,MSL,navcam,,0.0,0.0,0.668,0,0,0,no_rock
NLB_443749058EDR_F0251296NCAM00293M1,MSL,navcam,,0.0,0.0,0.7654,0,0,0,no_rock
NLB_443749089EDR_F0251296NCAM00293M1,MSL,navcam,,0.0,0.0,0.8095,0,0,0,no_rock
NLB_443749121EDR_F0251296NCAM00293M1,MSL,navcam,,0.0278,0.0235,0.8424,246,0,1,ok
NLB_443749153EDR_F0251296NCAM00293M1,MSL,navcam,,0.0,0.0,0.7159,0,0,0,no_rock
NLB_443749351EDR_F0251296NCAM00294M1,MSL,navcam,,0.0,0.0,0.8429,0,0,0,no_rock
NLB_443749382EDR_F0251296NCAM00294M1,MSL,navcam,,0.0,0.0,0.7621,0,0,0,no_rock
NLB_443749413EDR_F0251296NCAM00294M1,MSL,navcam,,0.0,0.0,0.5106,0,0,0,no_rock
NLB_443749497EDR_F0251296NCAM00294M1,MSL,navcam,,0.0,0.0,0.1716,0,0,0,no_rock
NLB_443749528EDR_F0251296NCAM00294M1,MSL,navcam,,0.0,0.0,0.33,0,0,0,no_rock
NLB_443749559EDR_F0251296NCAM00294M1,MSL,navcam,,0.0,0.0,0.6183,0,0,0,no_rock
NLB_443749583EDR_F0251296NCAM00294M1,MSL,navcam,,0.0,0.0,0.5166,0,0,0,no_rock
NLB_443749626EDR_F0251296NCAM00350M1,MSL,navcam,,0.0,0.0,0.8655,0,0,0,no_rock
NLB_443749650EDR_F0251296NCAM00350M1,MSL,navcam,,0.0,0.0,0.8593,0,0,0,no_rock
NLB_443749681EDR_F0251296NCAM00350M1,MSL,navcam,,0.0,0.0,0.9057,0,0,0,no_rock
NLB_443749713EDR_F0251296NCAM00350M1,MSL,navcam,,0.0,0.0,0.8509,0,0,0,no_rock
NLB_443749752EDR_F0251296NCAM00350M1,MSL,navcam,,0.0,0.0,0.604,0,0,0,no_rock
NLB_443832648EDR_F0251296NCAM00353M1,MSL,navcam,,0.0,0.0,0.4273,0,0,0,no_rock
NLB_443832680EDR_F0251296NCAM00353M1,MSL,navcam,,0.0,0.0,0.6742,0,0,0,no_rock
NLB_443832742EDR_F0251296NCAM00295M1,MSL,navcam,,1.4609,1.2002,0.8215,12585,3,5,ok
NLB_443832767EDR_F0251296NCAM00295M1,MSL,navcam,,0.0,0.0,0.8635,0,0,0,no_rock
NLB_443832798EDR_F0251296NCAM00295M1,MSL,navcam,,0.0,0.0,0.8339,0,0,0,no_rock
NLB_443832829EDR_F0251296NCAM00295M1,MSL,navcam,,0.0,0.0,0.7263,0,0,0,no_rock
NLB_443832912EDR_F0251296NCAM00295M1,MSL,navcam,,0.0,0.0,0.3963,0,0,0,no_rock
NLB_443833340EDR_F0251296NCAM00354M1,MSL,navcam,,0.0,0.0,0.7175,0,0,0,no_rock
NLB_443833364EDR_F0251296NCAM00354M1,MSL,navcam,,0.0,0.0,0.8747,0,0,0,no_rock
